case_id,experiment_no,T_C,pH,topo_wt_pct,na_li_mass_ratio,oh_inventory_multiplier,invert_reaction_constants,initial_Li_mol,initial_Na_mol,initial_OH_mol,Li_extraction_pct_calc,Na_extraction_pct_calc,selectivity_calc,Li_extraction_pct_exp,Na_extraction_pct_exp,selectivity_exp,Li_extraction_AARD_contribution_pct,selectivity_AARD_contribution_pct,converged,iterations,final_extent_delta,source
ideal_aqueous_table9_kij_pH_stoich,21,30.0,10.0,10.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511198444478552e-10,9.962236426415322e-11,4.5282989194242615,38.01,9.79,3.88,99.99999999881317,16.708735036707775,True,1,9.999994047509967e-13,Rezaee2025_Table5
ideal_aqueous_table9_kij_pH_stoich,22,30.0,10.0,50.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.51290446859479e-10,9.962574552227946e-11,4.5298576637356875,38.91,11.58,3.36,99.99999999884018,34.817192373085945,True,1,9.999363719025354e-13,Rezaee2025_Table5
ideal_aqueous_table9_kij_pH_stoich,23,30.0,10.0,30.0,5.0,1.0,False,0.1440922190201729,0.21748804870549157,0.0001,4.5117431545418946e-10,2.9886742669201886e-10,1.5096135448682468,36.47,11.76,3.1,99.9999999987629,51.30278887521784,True,1,9.999973299177508e-13,Rezaee2025_Table5
ideal_aqueous_table9_kij_pH_stoich,24,30.0,10.0,30.0,25.0,1.0,False,0.1440922190201729,1.087440243527458,0.0001,4.511799440988071e-10,5.977386163684677e-11,7.548114372130233,30.1,7.85,3.83,99.99999999850107,97.07870423316535,True,1,9.999856384300222e-13,Rezaee2025_Table5
ideal_aqueous_table9_kij_pH_stoich,25,30.0,10.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511770473713436e-10,9.962277782129948e-11,4.528854316636826,31.83,8.55,3.72,99.99999999858254,21.74339560851682,True,1,9.99991695287845e-13,Rezaee2025_Table5
ideal_aqueous_table9_kij_pH_stoich,26,30.0,10.0,30.0,15.0,1.0,False,0.1440922190201729,0.6524641461164746,0.0001,4.511770473713436e-10,9.962277782129948e-11,4.528854316636826,31.65,8.22,3.85,99.99999999857448,17.63257965290457,True,1,9.99991695287845e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,1,25.0,9.5,20.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,3.1622776601683795e-05,4.511059951207597e-10,1.494335151824843e-10,3.0187738980099668,29.69,8.32,3.57,99.99999999848062,15.440507058544343,True,1,9.999997926719452e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,2,35.0,9.5,20.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,3.1622776601683795e-05,4.511059951207596e-10,1.494335151824843e-10,3.018773898009966,34.01,12.93,2.63,99.9999999986736,14.78227749087323,True,1,9.999997926719452e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,3,25.0,10.5,20.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,0.00031622776601683794,4.5115995176237473e-10,1.4943366531664286e-10,3.019131939288166,41.35,11.14,3.71,99.99999999890893,18.62178061217881,True,1,9.99997926821363e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,4,35.0,10.5,20.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,0.00031622776601683794,4.5115995176237473e-10,1.4943366531664286e-10,3.019131939288166,39.24,14.21,2.76,99.99999999885026,9.388838380006028,True,1,9.99997926821363e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,5,25.0,9.5,40.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,3.1622776601683795e-05,4.5111855805761514e-10,1.494336704510004e-10,3.018854831686262,33.03,11.3,2.92,99.99999999863422,3.3854394413103375,True,1,9.9999786301214e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,6,35.0,9.5,40.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,3.1622776601683795e-05,4.5111855805761514e-10,1.494336704510004e-10,3.018854831686262,33.22,16.54,2.01,99.99999999864202,50.19178267095831,True,1,9.9999786301214e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,7,25.0,10.5,40.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,0.00031622776601683794,4.5128558229347985e-10,1.4943521792548333e-10,3.0199412732714443,44.53,11.93,3.73,99.99999999898657,19.036426990041704,True,1,9.999786311718134e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,8,35.0,10.5,40.0,10.0,1.0,False,0.1440922190201729,0.43497609741098314,0.00031622776601683794,4.512855822934822e-10,1.4943521792548335e-10,3.019941273271459,37.79,16.85,2.24,99.9999999988058,34.81880684247584,True,1,9.999786311718132e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,9,25.0,9.5,20.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,3.1622776601683795e-05,4.5110657861102977e-10,7.471676600872475e-11,6.037554925200505,34.95,9.61,3.63,99.99999999870927,66.32382714050978,True,1,9.999995834488748e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,10,35.0,9.5,20.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,3.1622776601683795e-05,4.5110657861103003e-10,7.471676600872475e-11,6.037554925200508,30.0,12.73,2.36,99.99999999849632,155.82859852544527,True,1,9.999995834488748e-13,Rezaee2025_Table5
held_2014_s2_no_born_table9_kij_pH_stoich,11,25.0,10.5,20.0,20.0,1.0,False,0.1440922190201729,0.8699521948219663,0.00031622776601683794,4.511657908913627e-10,7.471691683962149e-11,6.03833522547219,36.85,10.43,3.53,99.99999999877566,71.05765511252665,True,1,9.999958344297416e-13,Rezaee2025_Table5
